#mm9.knownGene.name	mm9.kgXref.geneSymbol
uc007zms.2	Abi3bp
uc007zmt.2	Abi3bp
uc007zmu.2	Abi3bp
uc012agr.1	Abi3bp
uc007zmv.1	Tfg
uc012ags.1	Tfg
uc007zmw.1	Gpr128
uc007zmx.1	Tmem45a
uc007zmy.2	2310005G13Rik
uc012agt.1	2310005G13Rik
uc007zmz.1	Tomm70a
uc007zna.1	Nit2
uc007znb.1	Tbc1d23
uc007znc.1	AK028852
uc007znd.1	Tbc1d23
uc007zne.2	Tmem30c
uc007znf.1	Tmem30c
uc007zng.2	2610528E23Rik
uc012agu.1	Filip1l
uc007zni.2	2610528E23Rik
uc007znj.2	Filip1l
uc007znk.2	2610528E23Rik
uc007znl.1	Col8a1
uc007znm.1	AK051864
uc007znn.1	AK015492
uc007zno.1	Dcbld2
uc007znp.1	Dcbld2
uc007znq.1	Dcbld2
uc007znr.1	Dcbld2
uc007zns.1	AK194005
uc007znt.1	St3gal6
uc007znu.1	St3gal6
uc007znv.1	St3gal6
uc007znw.1	St3gal6
uc007znx.1	Gm813
uc012agv.1	Gm813
uc007zny.1	E330017A01Rik
uc007znz.2	Cpox
uc007zoa.2	Cpox
uc007zob.1	Gpr15
uc007zoc.1	Cldnd1
uc007zod.1	Cldnd1
uc007zoe.2	Olfr172
uc007zof.2	Olfr173
uc007zog.1	Olfr175-ps1
uc007zoh.1	Olfr177
uc007zoi.1	Olfr178
uc007zoj.2	Olfr180
uc012agw.1	Olfr180
uc007zok.2	Olfr181
uc007zol.1	Olfr183
uc007zom.1	Olfr186
uc007zon.2	Olfr187
uc007zoo.1	Olfr190
uc007zop.1	Olfr191
uc007zoq.1	Olfr192
uc007zor.1	Olfr193
uc007zos.1	Olfr194
uc007zot.1	Olfr195
uc007zou.1	Olfr196
uc007zov.1	Olfr197
uc007zow.1	Olfr198
uc007zox.1	Olfr199
uc007zoy.1	Olfr201
uc007zoz.1	Olfr202
uc007zpa.1	Olfr203
uc007zpb.1	Olfr204
uc007zpc.1	Olfr205
uc007zpd.1	Olfr206
uc007zpe.1	Olfr209
uc007zpf.1	Gabrr3
uc007zpg.2	Mina
uc007zph.2	Mina
uc007zpi.2	Mina
uc012agx.1	Mina
uc007zpj.2	Crybg3
uc007zpk.2	Crybg3
uc007zpl.2	Arl6
uc007zpm.2	Arl6
uc007zpn.1	AK016054
uc007zpo.1	Epha6
uc012agy.1	Epha6
uc007zpp.1	Epha6
uc007zpq.1	Epha6
uc007zpr.1	DQ694814
uc007zps.1	Nsun3
uc007zpt.1	Nsun3
uc007zpu.2	Arl13b
uc007zpv.1	Stx19
uc007zpw.2	Arl13b
uc007zpx.1	Pros1
uc007zpy.1	Epha3
uc012agz.1	Epha3
uc007zpz.1	Epha3
uc012aha.1	Csnka2ip
uc007zqb.1	4930453N24Rik
uc007zqc.1	4930453N24Rik
uc007zqd.1	Zfp654
uc007zqe.1	Cggbp1
uc007zqf.1	Cggbp1
uc007zqg.2	Htr1f
uc007zqh.1	Pou1f1
uc007zqi.1	Pou1f1
uc007zqj.1	Chmp2b
uc007zqk.2	Vgll3
uc007zql.2	Vgll3
uc007zqn.2	Cadm2
uc007zqo.2	Cadm2
uc007zqm.1	AK005838
uc007zqp.1	AK029643
uc012ahb.1	Speer2
uc007zqs.1	AK080311
uc007zqt.1	Gbe1
uc007zqu.1	Gbe1
uc007zqv.1	AK139678
uc007zqw.1	AK076959
uc007zqx.1	AK019789
uc007zqy.1	AK033170
uc007zqz.1	Robo2
uc007zra.1	Robo1
uc007zrb.1	Robo1
uc007zrc.1	Robo1
uc007zrd.1	AK133038
uc007zre.1	AK015664
uc007zrf.1	Robo2
uc007zrg.1	Robo2
uc007zrh.1	Robo2
uc007zri.1	mKIAA1568
uc007zrj.1	Robo2
uc007zrk.1	Robo1
uc012ahc.1	Mir691
uc007zrl.1	Robo1
uc007zrm.1	Lipi
uc007zrn.1	Lipi
uc007zro.1	Rbm11
uc007zrq.2	Hspa13
uc007zrp.2	Hspa13
uc007zrr.2	Hspa13
uc007zrs.1	Samsn1
uc007zrt.1	Samsn1
uc007zru.1	Samsn1
uc007zrv.1	AK146213
uc007zrw.1	AK019818
uc007zrx.1	Nrip1
uc007zry.1	Nrip1
uc007zrz.1	AK038693
uc007zsa.1	AK077115
uc007zsb.1	Usp25
uc007zsc.1	AK030906
uc007zsd.1	AK051166
uc007zse.1	2810055G20Rik
uc007zsf.2	2810055G20Rik
uc007zsg.2	2810055G20Rik
uc007zsh.2	2810055G20Rik
uc007zsi.2	2810055G20Rik
uc007zsj.2	2810055G20Rik
uc007zsk.1	2810055G20Rik
uc012ahd.1	Mir99a
uc012ahe.1	Mirlet7c-1
uc012ahf.1	Mir125b-2
uc012ahg.1	EU234022
uc007zsl.1	AK087725
uc007zsm.1	Cxadr
uc007zsn.1	Cxadr
uc007zso.1	Cxadr
uc007zsp.1	Btg3
uc012ahh.1	Btg3
uc012ahi.1	D16Ertd472e
uc007zsr.2	D16Ertd472e
uc007zss.2	D16Ertd472e
uc007zst.1	D16Ertd472e
uc007zsu.1	AK019797
uc007zsv.1	Chodl
uc007zsw.1	Chodl
uc012ahj.1	Chodl
uc007zsx.1	Tmprss15
uc007zsy.1	Tmprss15
uc007zsz.1	Tmprss15
uc007zta.2	Ncam2
uc007ztb.2	Ncam2
uc012ahk.1	AB340047
uc007ztc.1	AK019711
uc007ztd.1	AY096003
uc012ahl.1	Mir155
uc007zte.1	Mrpl39
uc007ztf.1	Jam2
uc007ztg.1	Jam2
uc007zth.1	Atp5j
uc007zti.1	Atp5j
uc007ztj.1	Gabpa
uc007ztk.1	Gabpa
uc007ztl.1	Gabpa
uc012ahm.1	Gabpa
uc007ztn.2	App
uc007ztp.2	App
uc007ztq.2	App
uc007ztm.2	App
uc007zto.2	App
uc012ahn.1	App
uc007ztr.1	AK166404
uc007zts.1	AK082307
uc007ztt.1	AK080982
uc007ztu.1	Cyyr1
uc012aho.1	Adamts1
uc007ztw.1	Adamts5
uc007ztx.1	AK085480
uc007zty.1	AK085322
uc007ztz.1	AK133303
uc007zua.1	AK016163
uc007zub.1	N6amt1
uc007zuc.1	N6amt1
uc007zud.1	N6amt1
uc007zue.1	N6amt1
uc007zuf.1	Rnf160
uc007zug.1	Ltn1
uc007zuh.1	Ltn1
uc007zui.1	Rwdd2b
uc007zuj.2	Usp16
uc007zuk.2	Usp16
uc012ahp.1	Usp16
uc007zul.1	Cct8
uc007zum.1	AK139053
uc007zun.1	AK045112
uc012ahq.1	ORF63
uc007zup.1	Bach1
uc007zuq.1	Bach1
uc007zur.2	Grik1
uc007zus.2	Grik1
uc007zut.1	AK016377
uc007zuu.1	Grik1
uc007zuv.2	Grik1
uc007zuw.2	Grik1
uc007zux.2	Grik1
uc007zuy.1	Cldn17
uc007zuz.2	Cldn8
uc012ahr.1	Krtap24-1
uc012ahs.1	2310079G19Rik
uc007zva.1	Krtap26-1
uc012aht.1	Krtap27-1
uc012ahu.1	2310061N02Rik
uc007zvb.1	Krtap13-1
uc007zvc.1	Krtap13
uc007zvd.1	2310034C09Rik
uc007zve.1	2310057N15Rik
uc012ahv.1	AK016107
uc007zvf.1	Krtap14
uc007zvg.1	Krtap15
uc007zvh.1	Krtap16-9
uc007zvi.1	Krtap16-1
uc007zvj.1	Krtap16-5
uc007zvk.1	Krtap16-4
uc007zvl.1	Krtap8-2
uc007zvm.1	AY026312
uc012ahw.1	Krtap16-10
uc012ahx.1	Krtap22-2
uc012ahy.1	Gm10229
uc007zvo.1	Krtap6-1
uc012ahz.1	Krtap16-8
uc012aia.1	Krtap20-2
uc007zvp.1	Krtap16-7
uc007zvq.1	Krtap6-2
uc007zvr.2	Krtap8-1
uc012aib.1	Krtap7-1
uc012aic.1	Krtap11-1
uc007zvs.2	Tiam1
uc007zvt.2	Tiam1
uc007zvu.2	Tiam1
uc007zvv.2	Tiam1
uc007zvw.2	Tiam1
uc007zvx.1	Tiam1
uc007zvy.1	Tiam1
uc012aid.1	Gm10789
uc007zvz.1	Sod1
uc007zwa.1	Scaf4
uc007zwb.1	Scaf4
uc007zwc.1	Scaf4
uc007zwe.1	Scaf4
uc007zwd.1	Scaf4
uc007zwf.1	Scaf4
uc007zwg.1	Srsf15
uc007zwh.1	AK013372
uc007zwi.1	Hunk
uc007zwj.1	2610039C10Rik
uc007zwk.1	AK090163
uc007zwl.1	Mrap
uc007zwm.2	Urb1
uc007zwn.2	Urb1
uc007zwo.2	Urb1
uc007zwp.2	4931408A02Rik
uc007zwr.2	4931408A02Rik
uc007zwq.2	4931408A02Rik
uc012aie.1	C21orf63
uc007zws.2	C21orf63
uc012aif.1	4931408A02Rik
uc007zwt.2	1110004E09Rik
uc007zwu.2	1110004E09Rik
uc007zwv.1	AK005956
uc007zww.2	Synj1
uc012aig.1	Synj1
uc007zwx.2	Synj1
uc007zwy.2	4930404I05Rik
uc012aih.1	Gcfc1
uc007zwz.2	C21orf66
uc007zxc.1	4932438H23Rik
uc007zxd.1	4932438H23Rik
uc007zxe.1	Olig2
uc007zxf.1	Olig1
uc007zxg.2	Ifnar2
uc007zxh.2	Ifnar2
uc007zxi.2	Ifnar2
uc007zxj.1	Il10rb
uc007zxk.2	Il10rb
uc007zxm.1	AK038602
uc007zxo.2	Ifnar1
uc007zxp.2	Ifnar1
uc007zxn.2	Ifnar1
uc007zxq.1	Ifngr2
uc007zxr.1	Tmem50b
uc007zxs.1	Dnajc28
uc007zxt.1	Dnajc28
uc007zxu.1	Gart
uc007zxv.1	Gart
uc007zxw.1	Gart
uc007zxx.1	Gart
uc007zxy.1	Son
uc007zxz.1	Son
uc012aii.1	Son
uc007zya.1	Son
uc007zyb.2	mKIAA1019
uc007zyc.1	Donson
uc007zyd.1	Donson
uc012aij.1	Donson
uc007zye.1	AK038992
uc007zyf.2	Cryzl1
uc007zyg.2	Cryzl1
uc012aik.1	Cryzl1
uc007zyh.1	Itsn1
uc007zyi.2	Itsn1
uc007zyj.1	Itsn1
uc007zyk.1	Itsn1
uc012ail.1	Itsn
uc007zyl.1	Itsn1
uc007zym.1	Itsn
uc007zyn.1	Itsn
uc007zyo.1	Itsn1
uc007zyp.1	Itsn1
uc007zyq.1	Itsn1
uc007zyr.1	Itsn
uc012aim.1	maa-13
uc007zys.1	Atp5o
uc007zyt.2	Slc5a3
uc007zyu.1	Mrps6
uc007zyv.1	AK087806
uc007zyw.2	Kcne2
uc007zyx.1	Fam165b
uc007zyy.1	AK006730
uc007zyz.1	4930563D23Rik
uc007zza.1	Kcne1
uc007zzb.1	Kcne1
uc007zzc.1	AK045951
uc007zzd.1	Rcan1
uc007zze.1	Rcan1
uc007zzf.1	AK010774
uc007zzg.1	Clic6
uc007zzi.2	Runx1
uc012ain.1	Runx1
uc007zzj.2	Runx1
uc007zzk.2	Runx1
uc007zzl.1	Runx1
uc007zzm.1	AK007854
uc007zzn.1	AK160158
uc007zzo.1	AK019036
uc007zzp.1	AK160437
uc012aio.1	Mir802
uc007zzq.2	Setd4
uc012aip.1	Setd4
uc007zzr.1	Cbr1
uc007zzs.2	Cbr3
uc007zzt.1	Dopey2
uc007zzu.1	Dopey2
uc007zzv.1	Dopey2
uc007zzw.1	Dopey2
uc007zzx.1	mKIAA0933
uc007zzy.1	AK009785
uc007zzz.2	mKIAA0136
uc008aaa.2	Morc3
uc008aab.1	Chaf1b
uc008aac.1	Chaf1b
uc012aiq.1	Cldn14
uc012air.1	Cldn14
uc008aad.2	Cldn14
uc008aae.1	Sim2
uc012ais.1	Sim2s
uc008aaf.1	Sim2
uc008aag.1	Hlcs
uc008aah.1	Hlcs
uc008aai.1	Hlcs
uc008aaj.2	Ripply3
uc008aak.2	Pigp
uc008aal.2	Pigp
uc008aam.2	Pigp
uc008aan.2	Pigp
uc012ait.1	Pigp
uc008aao.2	Pigp
uc008aaq.1	Ttc3
uc008aar.1	Ttc3
uc008aas.1	Ttc3
uc008aat.1	Ttc3
uc008aau.1	Ttc3
uc008aav.1	Ttc3
uc008aaw.1	Ttc3
uc008aax.1	Ttc3
uc008aay.1	Ttc3
uc008aaz.1	Ttc3
uc008aba.1	Ttc3
uc008abb.1	Ttc3
uc012aiu.1	Ttc3
uc008abc.1	Ttc3
uc008abd.1	Ttc3
uc008abe.2	Dscr3
uc008abg.2	Dyrk1a
uc008abj.2	Dyrk1a
uc008abh.2	Dyrk1a
uc008abi.1	Dyrk1a
uc008abk.1	Kcnj6
uc008abl.1	Kcnj6
uc008abm.1	Kcnj6
uc008abn.1	Kcnj6
uc008abo.1	Kcnj6
uc008abp.1	Kcnj6
uc008abq.1	Kcnj6
uc008abr.1	BC099513
uc008abs.1	Kcnj15
uc008abt.1	Kcnj15
uc008abu.1	Kcnj15
uc008abv.1	Kcnj15
uc008abw.1	Kcnj15
uc008abx.1	Kcnj15
uc008aby.1	Kcnj15
uc012aiv.1	Kcnj15
uc008abz.1	Erg
uc008aca.1	Erg
uc012aiw.1	Erg
uc008acb.1	Erg
uc008acc.1	Erg
uc008acd.1	Erg
uc008ace.2	Ets2
uc008acf.1	AK037512
uc008acg.1	AK040426
uc008ach.1	Psmg1
uc008aci.2	Brwd1
uc008acj.1	AK160668
uc008ack.2	Brwd1
uc008acl.1	Brwd1
uc008acm.1	Wdr9
uc008acn.2	Brwd1
uc008aco.1	Hmgn1
uc008acp.1	Wrb
uc008acq.1	Wrb
uc008acr.1	Lca5l
uc012aix.1	Lca5l
uc008acs.1	Lca5l
uc008act.1	Lca5l
uc008acu.1	Sh3bgr
uc008acv.2	B3galt5
uc008acw.2	B3galt5
uc008acy.2	Igsf5
uc008acx.2	Igsf5
uc008acz.2	Igsf5
uc008ada.2	Igsf5
uc008adb.1	Itgb2l
uc008adc.1	Pcp4
uc012aiy.1	Dscam
uc008add.1	Dscam
uc008ade.2	Bace2
uc012aiz.1	Mx1
uc012aja.1	Mx1
uc008adf.1	Mx1
uc008adg.1	Mx1
uc008adh.1	Mx1
uc008adi.1	Mx1
uc008adj.1	Fam3b
uc012ajb.1	Mx2
uc008adl.1	Tmprss2
uc008adm.1	Tmprss2
uc008adn.1	Ripk4
uc008ado.2	Prdm15
uc012ajc.1	Prdm15
uc008adp.2	Prdm15
uc008adq.2	Prdm15
uc008adr.2	C2cd2
uc008ads.2	C2cd2
uc008adt.2	C2cd2
uc008adu.1	Zfp295
uc008adv.1	Zfp295
uc008adw.1	Zfp295
uc008adx.1	Zfp295
uc008ady.1	AK170928
uc008adz.1	BC056174
uc008aea.1	A630089N07Rik
uc008aeb.1	B230307C23Rik
uc012ajd.1	A630089N07Rik
uc008aec.2	A630089N07Rik
uc008aed.2	Pisd-ps2
uc008aee.2	Pisd-ps2
uc008aef.1	AK206103
uc008aeg.1	Pisd-ps2
uc008aeh.1	AK138253
uc008aei.2	Rbm16
uc008aej.2	Scaf8
uc008aek.1	Scaf8
uc008ael.1	Rbm16
uc008aem.1	Rbm16
uc008aen.1	AK049769
uc008aeo.1	Tiam2
uc008aep.1	Tiam2
uc008aeq.1	Tiam2
uc012aje.1	Tiam2
uc008aer.1	Tiam2
uc008aes.1	Tfb1m
uc012ajf.1	Cldn20
uc008aet.1	AK015782
uc008aeu.1	AK018990
uc008aev.1	Nox3
uc008aew.1	AK019751
uc008aex.1	Arid1b
uc008aey.1	Arid1b
uc008aez.1	Arid1b
uc008afa.1	5730437N04Rik
uc008afb.1	Ldhal6b
uc008afc.1	5730437N04Rik
uc008afd.1	5730437N04Rik
uc008afe.1	AK048886
uc008aff.1	Zdhhc14
uc008afg.1	Zdhhc14
uc012ajg.1	AB341597
uc008afh.1	AK077272
uc008afi.1	AK019455
uc008afj.1	Snx9
uc008afk.2	Synj2
uc008afm.2	Synj2
uc008afl.2	mKIAA0348
uc008afn.2	Synj2
uc008afo.2	Synj2
uc008afp.2	Synj2
uc012ajh.1	Synj2
uc008afq.1	AK006572
uc008afr.1	Synj2
uc008afs.1	Synj2
uc008aft.1	mKIAA0348
uc008afu.1	Synj2
uc008afv.1	Synj2
uc008afw.1	Synj2
uc008afz.2	Serac1
uc008afy.2	Serac1
uc008aga.2	Gtf2h5
uc008agb.2	Gtf2h5
uc012aji.1	Tulp4
uc008agc.1	AK163710
uc008age.2	Tulp4
uc008agf.2	Tulp4
uc008agg.2	Tulp4
uc008agh.2	Tulp4
uc008agi.1	AK161948
uc008agj.1	Tmem181a
uc008agk.2	Dynlt1e
uc008agl.2	Dynlt1a
uc008agm.2	Dynlt1e
uc008agn.1	AK207024
uc008ago.1	BC049966
uc008agp.1	Sytl3
uc008agq.1	Dynlt1b
uc008agr.2	Tmem181b
uc008ags.1	Tmem181a
uc012ajj.1	547127
uc008agu.2	Tmem181a
uc008agv.1	Tulp4
uc008agw.1	Tulp4
uc008agx.1	AK207024
uc008agy.1	BC049966
uc008agz.2	Dynlt1c
uc008aha.2	Dynlt1e
uc008ahb.1	AK178082
uc008ahc.1	AK178082
uc008ahd.2	Tmem181c-ps
uc008ahg.2	Dynlt1c
uc008ahh.1	Sytl3
uc008ahi.2	Dynlt1c
uc008ahk.2	Tmem181c-ps
uc008ahl.1	AK178082
uc008ahm.1	AK178082
uc008ahn.2	Dynlt1e
uc008aho.2	Dynlt1c
uc008ahp.1	Sytl3
uc008ahr.2	Sytl3
uc008ahq.2	Sytl3
uc008ahs.2	Sytl3
uc012ajk.1	Sytl3
uc008ahu.2	Sytl3
uc008aht.2	Sytl3
uc008ahv.1	Ezr
uc008ahw.1	AK037830
uc012ajl.1	Mir692-1
uc008ahx.1	AK007238
uc008ahy.1	Rsph3b
uc008ahz.1	Rshl2a
uc008aia.1	Tagap1
uc008aib.1	Rnaset2a
uc008aic.1	Rnaset2b
uc012ajm.1	Rnaset2b
uc008aid.1	Rnaset2b
uc008aie.1	Rnaset2b
uc008aif.2	Gm1604b
uc008aig.1	Gm1604b
uc008aih.1	Rps6ka2
uc008aii.1	Rps6ka3
uc008aij.1	rsk3
uc008aik.1	Tcp10b
uc008ail.1	Tcp10a
uc008aim.1	Tcp10b
uc008ain.1	Ttll2
uc012ajn.1	Gm9992
uc008aio.1	Fndc1
uc008aip.1	Fndc1
uc008aiq.1	AK051008
uc008air.2	Tagap
uc008ais.1	AK085062
uc008ait.2	Rsph3a
uc008aiu.2	Gm1604b
uc008aiv.2	Gm1604b
uc008aiw.1	Gm1604b
uc008aix.1	Rnaset2b
uc008aiy.1	Rnaset2a
uc008aiz.1	Rnaset2a
uc008aja.2	Fgfr1op
uc008ajc.2	Fgfr1op
uc008ajb.2	Fgfr1op
uc008ajd.2	Ccr6
uc008aje.2	Ccr6
uc008ajf.2	Ccr6
uc012ajo.1	Ccr6
uc008ajg.2	Ccr6
uc012ajp.1	Ccr6
uc008ajh.2	Ccr6
uc008aji.1	Brp44l
uc008ajj.1	AK014435
uc008ajk.1	AK015714
uc008ajl.1	Sft2d1
uc008ajm.1	Sft2d1
uc008ajn.1	Sft2d1
uc012ajq.1	Gm12166
uc008ajo.1	Prr18
uc012ajr.1	Prr18
uc012ajs.1	T2
uc008ajp.1	T2
uc008ajq.1	T
uc008ajr.1	Pde10a
uc012ajt.1	Pde10a
uc008ajs.1	Pde10a
uc008ajt.1	Pde10a
uc008aju.1	Pde10a
uc008ajv.2	1700010I14Rik
uc008ajx.2	1700010I14Rik
uc012aju.1	6530411M01Rik
uc008ajy.2	Pabpc6
uc008ajz.1	AK019626
uc008aka.1	AK020722
uc008akb.2	Qk
uc008akc.2	Qk
uc008ake.2	Qk
uc012ajv.1	Qk
uc012ajw.1	B930003M22Rik
uc008akg.1	Pacrg
uc008akh.1	AK038428
uc012ajx.1	AK163153
uc008aki.1	AK137341
uc008akj.1	Park2
uc008akk.1	Park2
uc012ajy.1	Park2
uc012ajz.1	Park2
uc012aka.1	Park2
uc012akb.1	Park2
uc012akc.1	Park2
uc008akl.1	AK080902
uc008akm.1	Agpat4
uc008akn.1	Map3k4
uc008ako.1	Map3k4
uc008akp.1	Map3k4
uc008akq.1	Map3k4
uc008akr.1	AK029100
uc008aks.2	Plg
uc008akt.2	Plg
uc008aku.1	Slc22a3
uc008akv.1	AK021075
uc008akw.1	Slc22a2
uc008akx.1	Slc22a1
uc008aky.1	Igf2r
uc012akd.1	Airn
uc008akz.2	Airn
uc008ala.2	Airn
uc008alb.2	Airn
uc008ald.2	Mas1
uc012ake.1	Mas1
uc012akf.1	Mas1
uc008ale.2	Mas1
uc008alf.2	Mas1
uc008alg.1	Mrgprh
uc012akg.1	Pnldc1
uc012akh.1	Pnldc1
uc008alj.1	Mrpl18
uc008alk.1	AK163149
uc008all.1	Tcp1
uc008alm.1	Tcp1
uc008aln.1	Tcp1
uc012aki.1	Snora20
uc008alo.1	Acat3
uc008alp.1	Acat2
uc008alq.1	Acat2
uc008als.2	Wtap
uc008alt.2	Wtap
uc008alu.2	Wtap
uc008alv.1	Sod2
uc008alw.1	Sod2
uc008alx.1	Gpr31c
uc008aly.1	Tcp10c
uc008alz.2	Tcp10a
uc008ama.1	Tcp10c
uc008amb.1	Tcp10c
uc012akj.1	Ttll2
uc008amc.1	Unc93a
uc008amd.1	Gm8597
uc012akk.1	Gm10512
uc012akl.1	Smok2a
uc012akm.1	Smok2b
uc008ame.1	AK036897
uc008amg.2	Gm9880
uc008amf.2	ENSMUSG00000052469
uc012akn.1	Tcp10c
uc008amh.2	Tcp10c
uc008ami.1	BC068229
uc008amj.1	Tcte2
uc008amk.2	Smok(Tcr)
uc008aml.1	AK143195
uc008amm.1	AK008572
uc008amn.1	Tcte2
uc008amo.1	Tcte2
uc008amp.1	Tcte2
uc008amq.1	Tcte2
uc008amr.1	Mllt4
uc008ams.1	Mllt4
uc008amt.1	Mllt4
uc008amu.1	Gm7168
uc008amv.2	Dact2
uc008amw.2	smoc2
uc008amx.2	Smoc2
uc008amy.2	Smoc2
uc008amz.2	4930474M22Rik
uc008ana.2	smoc2
uc008anb.2	Thbs2
uc008anc.1	Wdr27
uc008and.1	Wdr27
uc008ane.1	AK004434
uc008anf.1	Wdr27
uc012ako.1	1600012H06Rik
uc008ang.1	1600012H06Rik
uc008ani.1	1600012H06Rik
uc008anh.1	1600012H06Rik
uc008anj.2	Phf10
uc008ank.2	Phf10
uc012akp.1	LOC106740
uc008anl.2	Gm3417
uc008anm.2	Tcte3
uc008ann.2	9030025P20Rik
uc008ano.2	9030025P20Rik
uc008anp.2	2210404J11Rik
uc008anq.1	9030025P20Rik
uc008anr.1	AK050117
uc008ans.2	Gm3417
uc008ant.2	Tcte3
uc012akq.1	Gm3435
uc008anu.1	Gm3435
uc008anw.1	Gm3435
uc008anx.2	Gm3435
uc008anz.2	Gm3417
uc008aoa.2	Tcte3
uc008aoc.2	Gm3435
uc012akr.1	2210404J11Rik
uc008aod.1	AK050117
uc008aof.2	2210404J11Rik
uc008aog.1	2210404J11Rik
uc012aks.1	Gm10510
uc008aoi.2	Dll1
uc008aok.2	Fam120b
uc008aoj.2	Fam120b
uc008aol.1	Psmb1
uc008aoo.2	Tbp
uc008aon.2	Tbp
uc008aom.2	Tbp
uc008aop.1	Tbp
uc012akt.1	Tbp
uc008aoq.1	Pdcd2
uc012aku.1	Prdm9
uc012akv.1	Prdm9
uc008aor.2	Prdm9
uc008aos.1	Prdm9
uc012akw.1	Chd1
uc012akx.1	Chd1
uc008aot.2	Chd1
uc008aou.2	Chd1
uc008aov.1	Chd1
uc008aow.1	Rgmb
uc008aox.1	Rgmb
uc012aky.1	Zfp960
uc008apa.1	AK138383
uc012akz.1	Zfp97
uc008apc.1	AK164331
uc008apd.2	Riok2
uc008ape.2	Riok2
uc008apf.1	Riok2
uc008apg.1	Lix1
uc008aph.1	Lix1
uc008api.1	AK164875
uc008apj.1	Lnpep
uc008apk.1	Lnpep
uc008apl.1	Lnpep
uc008apm.1	Lnpep
uc008apn.1	Lnpep
uc008apo.1	AK137492
uc009vau.1	Vmn2r90
uc012ala.1	Mir99b
uc012alb.1	Mirlet7e
uc012alc.1	Mir125a
uc012ald.1	Ncrna00085
uc012ale.1	4930546H06Rik
uc012alf.1	4930546H06Rik
uc012alg.1	Ncrna00085
uc008app.2	4930546H06Rik
uc008apq.1	Ncrna00085
uc008apr.2	Has1
uc008aps.1	Has1
uc008apt.1	Fpr1
uc008apu.1	Fpr2
uc008apv.1	Fpr3
uc008apw.1	Fpr3
uc012alh.1	Fpr-rs4
uc009vav.1	Vmn2r91
uc009vaw.1	Vmn2r92
uc009vax.1	Vmn2r94
uc009vaz.1	Vmn2r93
uc009vba.1	Vmn2r95
uc009vbb.1	Vmn2r96
uc009vbc.1	Vmn2r97
uc008apx.1	AK134158
uc009vbd.1	Vmn2r98
uc012ali.1	Vmn2r99
uc009vbe.1	Vmn2r100
uc009vbf.1	Vmn2r101
uc009vbg.1	Vmn2r102
uc009vbh.1	Vmn2r103
uc009vbi.1	Vmn2r104
uc008apy.1	Fpr-rs6
uc009vbj.1	Vmn2r105
uc009vbk.1	Vmn2r106
uc008apz.2	Vmn2r107
uc012alj.1	Vmn1r224
uc009vbl.1	Vmn2r108
uc008aqa.1	Vmn1r225
uc009vbm.1	Vmn2r109
uc009vbn.1	Vmn2r110
uc012alk.1	Fpr-rs3
uc008aqb.1	Vmn1r226
uc008aqc.1	Vmn1r227
uc008aqd.1	Vmn1r228
uc008aqe.1	Vmn1r229
uc008aqf.1	Vmn1r230
uc008aqg.1	Vmn1r231
uc008aqh.2	Vmn1r232
uc008aqi.1	Ppp2r1a
uc008aqj.1	Vmn1r233
uc008aqk.2	Zfp160
uc008aql.2	Zfp160
uc008aqm.2	Zfp160
uc008aqn.2	Zfp160
uc008aqo.1	Vmn1r234
uc008aqp.1	Vmn1r235
uc008aqq.2	Vmn1r236
uc008aqr.1	Vmn1r237
uc008aqs.1	Zfp677
uc008aqt.1	Zfp677
uc008aqu.1	Zfp54
uc012all.1	Zfp54
uc008aqv.1	Zfp51
uc008aqw.1	Zfp51
uc008aqx.1	Zfp51
uc008aqy.1	KRAZ1
uc008aqz.1	Zfp53
uc008ara.1	KRAZ1
uc008arb.1	Zfp52
uc008arc.1	Zfp948
uc008ard.2	3110052M02Rik
uc008are.2	3110052M02Rik
uc012alm.1	Zfp760
uc008arf.2	Zfp760
uc012aln.1	Zfp229
uc008arh.1	BC043476
uc008ari.1	Zfp820
uc008arj.1	Zfp820
uc012alo.1	Gm4769
uc008ark.1	AK008833
uc008arl.1	Zfp942
uc008arm.2	Zfp943
uc008arn.1	Zfp947
uc008arp.2	Zfp944
uc008arq.2	Zfp944
uc012alp.1	Zfp944
uc008arr.1	Zfp758
uc012alq.1	Zfp758
uc008ars.1	Zfp758
uc008art.1	Zfp946
uc008aru.1	Zfp946
uc008arv.1	DQ546033
uc008arw.1	DQ724532
uc008arx.1	DQ549026
uc008ary.1	DQ567966
uc008arz.1	DQ716783
uc008asa.1	DQ556396
uc009vbo.1	Vmn2r111
uc009vbp.1	Vmn2r112
uc012alr.1	Gm16386
uc008asc.2	Zfp945
uc008ase.2	Zfp945
uc009vbq.1	Vmn2r113
uc012als.1	Vmn2r-ps129
uc008asf.1	Zfp40
uc009vbr.1	Vmn2r114
uc009vbs.1	Vmn2r115
uc009vbt.1	Vmn2r116
uc009vbu.1	Vmn2r117
uc008asg.2	Zfp213
uc008ash.2	Zfp13
uc008asi.1	Zfp13
uc008asj.2	Zscan10
uc008ask.2	Zscan10
uc012alt.1	Zscan10
uc008asl.1	Zscan10
uc012alu.1	Zscan10
uc008asm.1	Zscan10
uc008asn.2	Zscan10
uc008aso.2	Zscan10
uc012alv.1	Zscan10
uc008asp.1	Zscan10
uc008asq.1	Mmp25
uc012alw.1	Mmp25
uc008asr.1	Ccdc64b
uc008ass.1	Thoc6
uc008ast.1	Thoc6
uc008asu.1	Hcfc1r1
